Word,Socialness,LgSUBTLWF,OLD,PLD,Concreteness,Imageability,BOI,SER,Auditory.Lancaster,Gustatory.Lancaster,Haptic.Lancaster,Interoceptive_Lancaster,Olfactory.Lancaster,Visual.Lancaster,Foot_leg.Lancaster,Hand_arm.Lancaster,Head.Lancaster,Mouth.Lancaster,Torso.Lancaster,Minkowski3.perceptual.Lancaster,Exclusivity.perceptual.Lancaster,Valence_Warriner,Arousal_Warriner,Dominance.Warriner,Val_pos,Val_neg,Val_ext,Valence.Mohammad,Arousal.Mohammad,Dominance.Mohammad,SemanticDiversity,AoA.Rating,AoA.Test,GenderAssociation,Emotion.Troche,Polarity.Troche,Social.Troche,Moral.Troche,Thought.Troche,Social.Binder,Human.Binder,Communication.Binder,Self.Binder,Cognition.Binder,Benefit.Binder,Harm.Binder,Pleasant.Binder,Unpleasant.Binder,Happy.Binder,Sad.Binder,Angry.Binder,Disgusted.Binder,Fearful.Binder,Surprised.Binder,ANS
denial,3.458333333,2.43,1.75,2.6,2.46,NA,1.458333333,NA,1.529411765,0,0,1.352941176,0,1.176470588,0,0,2.555555556,1.666666667,0.111111111,1.973164156,0.376811594,3.57,4.85,4.05,NA,3.57,1.43,0.194,0.435,0.318,1.77,9.45,8,NA,4.41,3.82,3.94,3.1,4.38,3.3448,1.2414,2.069,1.3103,4.3103,1.1724,2.7931,0.4138,3.6552,0.2069,2.8621,3.1034,2.0345,1.6207,2.1379,0.561353803
dent,2,2.258,1.25,1,4.63,5.3,3.52173913,NA,0.588235294,0.235294118,2.705882353,0.235294118,0.058823529,3.941176471,1.4,2.35,1.5,0.05,0.2,4.331364602,0.5,3.52,3.46,4.95,NA,3.52,1.48,0.306,0.606,0.325,1.91,7.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530070782
dentist,5.272727273,2.757,2.5,2.65,4.93,6.7,5.038461538,4.8,2.833333333,1,1.722222222,1.333333333,1.5,3.777777778,0.368421053,1.105263158,1.842105263,3.736842105,0.631578947,4.456601554,0.228310502,3.84,4.37,4.7,NA,3.84,1.16,0.479,0.62,0.642,1.69,5.22,2,4.882,3.07,4.18,3.61,1.97,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49924767
deny,3.772727273,3.038,1.75,1.85,2.2,NA,1.565217391,NA,3.3125,0.25,0.1875,1.125,0.1875,2.1875,0.565217391,1.173913043,2.826086957,2.739130435,0.608695652,3.640969478,0.431034483,3.81,5.63,4.29,NA,3.81,1.19,0.316,0.667,0.321,1.95,7.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579804301
deodorant,3.304347826,1.919,3.95,4.75,5,NA,6.36,NA,0.315789474,0.421052632,2.631578947,0.368421053,4.210526316,2.894736842,0,3.736842105,0.578947368,0.052631579,2.421052632,4.894917365,0.359223301,6.09,3.73,6.33,6.09,NA,1.09,0.48,0.265,0.269,NA,8.83,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272508144
depart,3.086956522,2.041,1.95,2.2,2.86,3.6,1.208333333,3.64,1.8,0,0.55,0.45,0,4.05,2.047619048,0.80952381,1.380952381,0.761904762,0.714285714,4.170151662,0.591240876,4.05,3.9,4.36,NA,4.05,0.95,0.398,0.48,0.444,1.81,9.89,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556967258
department,4.111111111,3.513,2.8,3.2,3.3,NA,2.583333333,NA,1.055555556,0,0.111111111,0.111111111,0.166666667,2.888888889,0.736842105,0.631578947,1.684210526,1.105263158,0.736842105,2.935404682,0.666666667,5.33,2.5,4.83,5.33,NA,0.33,0.708,0.358,0.642,1.88,9.84,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663968265
departure,3.952380952,2.441,3.25,3.35,3.07,NA,NA,NA,1.388888889,0.055555556,0.555555556,1.222222222,0.055555556,3.666666667,2.25,1.4,2.4,1,1.4,3.779134941,0.52,4.05,3.65,5.09,NA,4.05,0.95,0.573,0.5,0.426,1.92,9.78,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64703387
depend,4,2.703,1.9,1.85,1.89,NA,NA,NA,1.764705882,0.117647059,0.294117647,1.352941176,0.235294118,1.823529412,0.333333333,0.952380952,2.476190476,1,0.571428571,2.41449109,0.305263158,5,4.45,6.21,5,5,0,0.388,0.429,0.358,2.07,8.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59811604
depict,3.130434783,1.447,2.2,2.3,2.13,2.5,NA,2.5,2.2,0,0.533333333,0.133333333,0,3.733333333,0.95,1.9,3.6,2.35,0.95,3.975610854,0.565656566,4.74,3.88,5.71,NA,4.74,0.26,0.663,0.529,0.723,1.69,11.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566935241
deploy,4.333333333,2.134,2.4,2.45,2.96,4.4,1.75,2.8,1.705882353,0,1,0.647058824,0.235294118,3.470588235,1.428571429,2.333333333,2.476190476,1.238095238,1.523809524,3.635535234,0.491666667,4.25,4.96,4.9,NA,4.25,0.75,0.5,0.52,0.585,1.69,12.44,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563646913
deployment,4.238095238,1.813,3.5,3.7,2.9,NA,NA,NA,1.611111111,0.111111111,0.611111111,0.777777778,0.055555556,2.888888889,1.526315789,1.368421053,1.947368421,0.894736842,1.157894737,3.072032204,0.467889908,3.32,5.95,3.71,NA,3.32,1.68,0.51,0.52,0.612,1.53,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589534879
deport,4.714285714,1.613,1.85,1.9,3.41,3.7,1.833333333,2,0.761904762,0,0.19047619,0.047619048,0,1.523809524,1.25,0.9,2.3,1.25,0.75,1.585756698,0.603773585,3.14,3.84,3.73,NA,3.14,1.86,0.167,0.667,0.546,NA,12.65,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38059622
depress,3.952380952,1.568,2.05,1.95,2.29,4,1.92,4.09,1.388888889,0,2.055555556,2.777777778,0,1.944444444,1.15,1.65,2.65,1.5,0.65,3.424212726,0.340136054,2.47,3.14,3.67,NA,2.47,2.53,0.219,0.635,0.528,1.99,9.75,6,3.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283519894
deprive,3.714285714,1.833,2.2,2.25,2.21,3,NA,2.6,1.210526316,0.105263158,0.526315789,1.105263158,0,1.894736842,0.45,1.5,1.65,0.75,0.5,2.159677915,0.391304348,3.37,3.72,4.24,NA,3.37,1.63,0.271,0.591,0.34,1.75,9.37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373219788
derail,2.347826087,1.477,2.05,2.85,3.55,NA,1.583333333,NA,2.111111111,0.333333333,0.555555556,1,0.277777778,3.111111111,1.611111111,1.388888889,1.777777778,1.388888889,0.944444444,3.441228161,0.383458647,3.86,4.85,4.22,NA,3.86,1.14,0.108,0.802,0.375,NA,10.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300256461
dermatologist,4.52173913,1.462,4.95,5.8,4.21,NA,4.92,NA,1.388888889,0,2.111111111,1.111111111,0.388888889,3.944444444,1.666666667,2.047619048,2.761904762,1.714285714,1.619047619,4.21507653,0.440993789,6,3.61,4.53,6,NA,1,0.531,0.358,0.528,NA,12.62,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320464522
descend,2.958333333,1.996,2.45,1.65,3.18,4,2,3.2,0.529411765,0,1,1,0,3.764705882,2.555555556,1.555555556,1.666666667,0.5,1,3.814570042,0.598130841,4.67,3.17,5.4,NA,4.67,0.33,0.385,0.535,0.231,1.58,9.19,6,4.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529337585
descent,2.5,2.124,2.15,1.85,3,3.3,1.695652174,3,0.888888889,0.111111111,1.333333333,2.555555556,0.111111111,3.666666667,2.45,1.55,1.4,0.5,1.55,4.102788672,0.41025641,5.3,3.9,4.32,5.3,NA,0.3,0.3,0.402,0.158,1.49,9.84,8,4.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617668629
deserter,3.28,1.58,2.65,2.9,3.32,NA,NA,NA,1.95,0,0.4,0.5,0,3.15,1.095238095,0.571428571,1.428571429,0.523809524,0.571428571,3.387141454,0.525,3.27,4.97,4.31,NA,3.27,1.73,0.122,0.71,0.366,NA,10.76,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310886234
desertion,3.47826087,1.591,2.45,2.95,1.93,NA,NA,NA,1.5,0,0.090909091,1.5,0,2.954545455,2.833333333,1.166666667,3.166666667,1.111111111,1.833333333,3.192625588,0.488721805,4,3.67,4.05,NA,4,1,0.122,0.63,0.289,1.68,12.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407830536
deserve,3.666666667,3.349,2.15,2.1,1.69,3.2,NA,1.73,1.866666667,0.4,0.333333333,2.266666667,0.2,2.266666667,0.95,1.05,2,1.15,0.9,3.103935086,0.281818182,6.77,4.5,6.32,6.77,NA,1.77,0.802,0.436,0.613,1.96,7.94,6,3.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496603727
design,3.260869565,2.917,2.15,1.7,3.27,4.5,2.192307692,2.8,0.777777778,0.222222222,1.5,0.388888889,0.222222222,4.111111111,0.4,2.4,3.25,0.95,0.4,4.187132236,0.538461538,6.8,3.95,5.8,6.8,NA,1.8,0.796,0.327,0.632,1.69,10.05,2,3.294,2.55,4.4,2.62,2.77,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677745581
designate,4.142857143,1.505,2.7,3.6,3.14,NA,NA,NA,1.75,0.05,0.05,1.05,0.05,1.85,0.318181818,1.454545455,2.636363636,2.454545455,0.363636364,2.342195325,0.375,5.62,4.6,5.61,5.62,NA,0.62,0.531,0.538,0.683,1.88,11.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533212841
desire,5.238095238,3.015,1.9,1.85,1.7,3.2,NA,4.73,1.666666667,1.444444444,2.5,4.055555556,1.444444444,2.444444444,0.318181818,0.909090909,3.772727273,1.318181818,1.863636364,4.756202419,0.192622951,7.05,6.2,6.07,7.05,NA,2.05,0.896,0.692,0.647,1.85,9.95,4,3.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646768272
desolate,3.363636364,1.708,2.65,2.7,2.17,NA,NA,NA,1.235294118,0.117647059,0.411764706,1.705882353,0.058823529,3,0.380952381,0.571428571,2.857142857,0.666666667,0.523809524,3.237095092,0.45045045,2.95,3.22,2.94,NA,2.95,2.05,0.104,0.32,0.228,1.61,12.06,8,4.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419432342
desperado,3.476190476,1.362,3.75,5.2,3.44,NA,NA,NA,2.142857143,0.214285714,0.571428571,0.785714286,0.285714286,3.714285714,0.368421053,0.684210526,1.842105263,0.736842105,0.315789474,3.953342109,0.453703704,4.4,3.41,4.14,NA,4.4,0.6,0.26,0.745,0.361,NA,12.79,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274248421
despicable,4.904761905,2.033,3.5,3.3,1.43,NA,1.375,NA,2.333333333,0.055555556,0.5,2.166666667,0.777777778,2.111111111,0.15,0.4,3.05,1.3,0.4,3.203624089,0.286713287,2.76,4.86,3.24,NA,2.76,2.24,0.146,0.71,0.255,1.55,10.89,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289722472
despise,5.208333333,2.364,2.25,1.85,2.12,3.5,1.227272727,2.73,1.575757576,0.181818182,0.393939394,2.515151515,0.212121212,1.606060606,0.352941176,0.352941176,3.470588235,1.941176471,0.617647059,2.886214908,0.359813084,3.08,4.77,4.38,NA,3.08,1.92,0.167,0.745,0.296,1.57,12.38,6,4.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332822025
destination,3.952380952,2.479,2.7,2.7,3.82,NA,1.740740741,NA,1.058823529,0,0.176470588,0.117647059,0.235294118,4.235294118,2.095238095,1.19047619,1.619047619,0.476190476,0.904761905,4.257609611,0.727272727,6.4,4.57,6.52,6.4,NA,1.4,0.708,0.471,0.637,1.73,8.56,6,4.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615783453
destiny,4.291666667,3.07,2.35,2.65,1.67,NA,NA,NA,0.95,0.05,0.05,1.65,0,1.55,0.7,0.75,2.25,0.7,0.8,2.085740506,0.388235294,6.73,4.76,5.45,6.73,NA,1.73,0.781,0.413,0.611,1.69,10.21,8,2.656,4.28,4.61,3.91,3.81,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587896585
destruction,3.727272727,2.769,2.7,2.55,3.21,NA,NA,NA,3.714285714,0.171428571,2.142857143,1.714285714,1.057142857,4.6,2,3.523809524,2.523809524,0.80952381,1.714285714,5.480836697,0.330490405,2.53,5.62,3.78,NA,2.53,2.47,0.102,0.929,0.613,1.85,7.62,6,5.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64381963
detach,3.304347826,1.544,2,2.7,2.9,3.6,1.518518519,2.6,0.857142857,0.047619048,1.047619048,0.80952381,0.047619048,3.285714286,0.894736842,2.578947368,2.157894737,1.157894737,0.947368421,3.35554969,0.53125,4.5,3.19,5.5,NA,4.5,0.5,0.357,0.625,0.45,1.92,9.22,6,4.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33997041
detect,3.25,2.418,1.85,1.95,2.19,3.2,NA,2,3.526315789,2.052631579,2.578947368,2.105263158,2.578947368,3.842105263,1.619047619,2.619047619,3.761904762,1.857142857,1.095238095,5.346730845,0.107255521,5.09,4.57,6.32,5.09,NA,0.09,0.531,0.52,0.565,1.82,9.53,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589315712
detection,3.090909091,1.935,1.85,2.1,2.57,NA,NA,NA,2.294117647,1,1.411764706,1.058823529,1.235294118,3.176470588,0.882352941,1.764705882,3.588235294,1.411764706,0.882352941,3.708676426,0.213872832,4.63,3.95,5.11,NA,4.63,0.37,0.708,0.567,0.538,1.63,10.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604018927
detective,5.363636364,3.494,2.4,2.3,4.21,NA,4.04,NA,3.117647059,0.176470588,0.823529412,0.117647059,0.058823529,3.705882353,1.2,1.3,3.55,1.5,0.85,4.340300485,0.455882353,5.06,4.55,4.39,5.06,NA,0.06,0.5,0.764,0.901,1.28,6.58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614767015
detector,2.47826087,2.223,2.45,2.35,3.7,NA,4.083333333,NA,1.6,0,0.6,0.4,0.066666667,2.133333333,0.333333333,1.722222222,3.111111111,0.555555556,0.277777778,2.415029146,0.444444444,4.42,4.52,5.59,NA,4.42,0.58,0.459,0.63,0.724,1.27,9.42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567177951
detention,5.5,2.524,2.4,2.15,3.26,NA,NA,NA,0.6875,0,0.75,0.875,0,2.8125,1.666666667,1.888888889,2.5,1.333333333,1.388888889,2.870977361,0.548780488,3.28,4.57,4.2,NA,3.28,1.72,0.265,0.698,0.562,1.34,10.16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566484869
deter,3.761904762,1.322,1.75,2,2.33,NA,NA,NA,1.722222222,0.166666667,0.555555556,1.166666667,0.111111111,1.5,0.736842105,1.210526316,1.421052632,1.894736842,0.894736842,2.172143836,0.308510638,4.05,3.86,5.13,NA,4.05,0.95,0.344,0.537,0.567,1.93,12.24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50553906
detergent,1.6,1.724,2.6,2.8,4.77,NA,5.227272727,NA,0.176470588,0.117647059,1.882352941,0.294117647,3.588235294,3.764705882,0.19047619,2.285714286,1.857142857,0.285714286,0.238095238,4.736482575,0.371257485,5.42,3.25,5.6,5.42,NA,0.42,0.458,0.304,0.426,1.16,7.33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387764901
deteriorate,2.428571429,1.447,3.55,4.45,3,NA,NA,NA,1.45,1,2.35,1.5,1.4,3.75,0.833333333,1.111111111,2.277777778,0.833333333,0.777777778,4.233590704,0.240174672,3.64,4.86,3.85,NA,3.64,1.36,0.083,0.471,0.202,1.98,11.78,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42609334
detonate,2,2.029,2.55,2.35,3.19,NA,NA,NA,3.444444444,0.222222222,1.222222222,0.833333333,0.5,3.611111111,0.473684211,2.105263158,1.526315789,0.684210526,0.526315789,4.489611764,0.344632768,3.26,6.1,3.33,NA,3.26,1.74,0.375,0.85,0.696,NA,10.06,12,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451081634
detonation,2.285714286,1.973,2.55,2.2,3.15,NA,NA,NA,3.459459459,0.243243243,0.891891892,1.054054054,0.891891892,3.513513514,0.95,1.65,2.2,1.15,1.05,4.437494551,0.325268817,3.4,4.83,5,NA,3.4,1.6,0.167,0.931,0.741,1.12,12.74,12,5.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498369932
detonator,2.217391304,2.086,3.15,3.1,4.76,NA,4.68,NA,1.8,0.2,2.05,0.55,0.15,3.35,0.3,2.75,2.15,0.25,0.35,3.737773513,0.395061728,4.3,5.39,5.29,NA,4.3,0.7,0.207,0.875,0.75,NA,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348807693
devastation,4.92,1.699,2.95,2.95,2.76,NA,NA,NA,2.058823529,0,0.764705882,2.117647059,0.470588235,4,0.65,1.2,3.15,0.95,0.75,4.358119848,0.425,2.91,5.48,3.09,NA,2.91,2.09,0.09,0.904,0.472,1.71,10.83,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514333308
developer,4.210526316,1.672,3.1,3.4,3.54,NA,NA,NA,1.473684211,0.052631579,0.684210526,0.526315789,0.157894737,3,0.9,2.15,2.95,1.4,0.95,3.1302162,0.5,5.89,3.75,5.29,5.89,NA,0.89,0.844,0.653,0.864,1.3,10.28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603321671
deviate,3.181818182,1.591,2.2,2.8,2.1,NA,NA,NA,1.882352941,0.235294118,0.764705882,0.764705882,0.235294118,3.117647059,1.380952381,0.857142857,1.904761905,1.142857143,0.761904762,3.35880903,0.411764706,5.1,4.27,5.19,5.1,NA,0.1,0.173,0.562,0.269,1.68,13.11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377322227
deviation,2.947368421,1.58,2.3,3.3,2.96,NA,NA,NA,1.933333333,0.133333333,0.666666667,0.866666667,0.2,3.133333333,0.45,0.4,2.5,0.8,0.3,3.389656291,0.432692308,4.9,4.7,4.94,NA,4.9,0.1,0.105,0.513,0.336,1.57,12.53,12,4.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5572896
device,2.590909091,2.967,1.9,1.85,3.97,4.9,5.75,2.45,2.736842105,0.315789474,3.526315789,0.315789474,0.473684211,4.315789474,0.428571429,3.285714286,2.714285714,0.523809524,0.476190476,5.252434306,0.342342342,5.79,3.42,5.95,5.79,NA,0.79,0.562,0.404,0.627,1.81,8.06,6,4.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65028888
devil,3.434782609,3.324,1.9,1.8,3.41,6.4,2,4.55,1.45,0,0.05,0.85,0.05,2.45,0.315789474,0.315789474,2.157894737,1.105263158,0.736842105,2.63853478,0.505154639,3.11,5.4,3.84,NA,3.11,1.89,0.161,0.9,0.611,1.62,5,2,5.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619954944
devilish,4.260869565,1.431,3.1,2.7,1.82,NA,NA,NA,2.529411765,0.294117647,0.294117647,2.411764706,0.294117647,3.294117647,0.35,0.4,2.25,1.5,0.4,4.04190876,0.329032258,4.22,6.38,5.43,NA,4.22,0.78,0.073,0.865,0.49,1.6,8.72,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278399259
devious,4.47826087,1.954,2.45,2.4,2.18,NA,NA,NA,2.5625,0.1875,0.1875,2.3125,0.0625,3.375,0.5,1.1,3.15,2.15,0.5,4.074633351,0.381294964,3.57,3.83,5.16,NA,3.57,1.43,0.25,0.519,0.259,1.67,9.79,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364931583
devoid,2.916666667,1.568,2.55,2.1,1.85,1.9,NA,2.09,1.111111111,0.277777778,0.722222222,1.111111111,0.277777778,2.666666667,0.333333333,0.333333333,1.444444444,0.444444444,0.388888889,2.807379717,0.387387387,3.61,3.22,3.82,NA,3.61,1.39,0.219,0.436,0.3,2,12.19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500089884
dexterity,2.954545455,1.342,3.45,4.05,2.72,NA,NA,NA,0.55,0,2.25,1.55,0,2.9,3.052631579,4.368421053,2.526315789,1,2.263157895,3.410517461,0.4,6.35,3.26,6.08,6.35,NA,1.35,0.771,0.673,0.864,1.78,11.28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421777219
diabetes,3.083333333,2.223,3.2,3.8,3.83,NA,2.434782609,NA,0.473684211,0.105263158,0.105263158,2.842105263,0.052631579,0.578947368,1.888888889,1.833333333,1.777777778,1.611111111,1.444444444,2.854546809,0.670886076,2.74,4.04,3.11,NA,2.74,2.26,0.051,0.472,0.279,0.96,10.74,8,4.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573273003
diabetic,3.045454545,2.057,2.9,3.35,3.38,NA,NA,NA,1.105263158,0.631578947,0.894736842,2.368421053,0.578947368,2.052631579,0.842105263,1.157894737,1.894736842,1.263157895,1.473684211,2.902268339,0.234482759,3,3.86,2.73,NA,3,2,0.125,0.269,0.237,0.79,11.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502479494
diagram,1.576923077,1.819,2.85,2.9,4.36,NA,4.5,NA,0.315789474,0.105263158,0.736842105,0.052631579,0,3.842105263,0,2.894736842,2.578947368,0.368421053,0,3.851854891,0.760416667,5.47,3.71,6.13,5.47,NA,0.47,0.562,0.357,0.445,1.51,9.63,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572776616
dialect,5.523809524,1.839,2.6,2.7,2.67,NA,NA,NA,4.4,0.05,0.2,0.4,0.05,1.1,0.25,0.45,2.7,3.15,0.35,4.424029174,0.701612903,6,4.26,5.35,6,NA,1,0.635,0.422,0.526,1.12,11.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574719667
dialogue,6.347826087,2.32,3.55,2.65,3,NA,NA,NA,4.575757576,0,0.03030303,0.272727273,0,1.909090909,0.181818182,0.303030303,2.939393939,4.454545455,0.242424242,4.68426041,0.674107143,6.25,2.86,5,6.25,NA,1.25,0.599,0.441,0.625,1.73,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62188524
dialysis,2.565217391,1.892,3.5,3.75,3.54,NA,NA,NA,0.947368421,0,0.526315789,1.578947368,0,2.105263158,0.333333333,1,0.777777778,0.055555556,2.222222222,2.425158026,0.408163265,3.24,4.91,3.23,NA,3.24,1.76,0.194,0.567,0.407,1.3,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436682642
diameter,1.6,1.732,3,3.75,4.03,NA,1.333333333,NA,0.5625,0,1.625,0.1875,0,4.625,0.2,0.95,1.85,0.35,0.3,4.693717675,0.660714286,4.76,4.04,5.28,NA,4.76,0.24,0.427,0.298,0.483,1.46,10.44,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591871679
dickhead,4.956521739,NA,NA,NA,3.27,NA,NA,NA,2.1875,0.1875,1.125,1.3125,0.1875,2.8125,0.263157895,0.789473684,2.368421053,2,0.368421053,3.314501283,0.336,2.6,5.26,3.5,NA,2.6,2.4,0.115,0.608,0.284,NA,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
